"","export_region","import_region","energy","energy_EJ"
"327","Centrally Planned Asia (CPA)","Pacific OECD (PAO)","Fuel Oil",0.201860825406502
"328","Western Europe (WEU)","North America (NAM)","Fuel Oil",0.205736813436073
"329","Centrally Planned Asia (CPA)","Latin America (LAM)","Fuel Oil",0.220042432823761
"330","South Asia (SAS)","Centrally Planned Asia (CPA)","Fuel Oil",0.248676313264524
"331","Latin America (LAM)","Pacific Asia (PAS)","Fuel Oil",0.307891173598426
"332","Middle East (MEA)","Centrally Planned Asia (CPA)","Fuel Oil",0.318015930266191
"333","Western Europe (WEU)","Latin America (LAM)","Fuel Oil",0.359934176360566
"334","Pacific Asia (PAS)","South Asia (SAS)","Fuel Oil",0.365862980302591
"335","Belarus, Moldova, Ukraine (UBM)","Western Europe (WEU)","Fuel Oil",0.373943284962951
"336","Middle East (MEA)","Africa (AFR)","Fuel Oil",0.388389536717497
"337","Western Europe (WEU)","Eastern Europe (EEU)","Fuel Oil",0.486502011295856
"338","Western Europe (WEU)","Pacific Asia (PAS)","Fuel Oil",0.49456834312647
"339","Middle East (MEA)","Pacific OECD (PAO)","Fuel Oil",0.519873917366302
"340","South Asia (SAS)","Western Europe (WEU)","Fuel Oil",0.548422052416463
"341","Pacific Asia (PAS)","Pacific OECD (PAO)","Fuel Oil",0.559305843649105
"342","Eastern Europe (EEU)","Western Europe (WEU)","Fuel Oil",0.570380962735143
"343","Middle East (MEA)","South Asia (SAS)","Fuel Oil",0.589707507880734
"344","South Asia (SAS)","Middle East (MEA)","Fuel Oil",0.680985073761153
"345","South Asia (SAS)","Pacific Asia (PAS)","Fuel Oil",0.697532159967695
"346","Western Europe (WEU)","Africa (AFR)","Fuel Oil",0.704991989315302
"347","Pacific Asia (PAS)","Centrally Planned Asia (CPA)","Fuel Oil",0.797593557833912
"348","Centrally Planned Asia (CPA)","Pacific Asia (PAS)","Fuel Oil",0.947392443130432
"349","Middle East (MEA)","Pacific Asia (PAS)","Fuel Oil",1.09577889621814
"350","Middle East (MEA)","Western Europe (WEU)","Fuel Oil",1.31029673165987
"351","Western Europe (WEU)","Middle East (MEA)","Fuel Oil",1.35286873023112
"352","North America (NAM)","Pacific OECD (PAO)","LNG",1.1952e-08
"353","Centrally Planned Asia (CPA)","South Caucasus States (SCS)","LNG",5.76e-08
"354","Belarus, Moldova, Ukraine (UBM)","Central Asian States (CAS)","LNG",7.056e-08
"355","Eastern Europe (EEU)","South Caucasus States (SCS)","LNG",7.18972262963938e-08
"356","Pacific Asia (PAS)","South Caucasus States (SCS)","LNG",1.152e-07
"357","Pacific Asia (PAS)","North America (NAM)","LNG",1.73952e-07
"358","Pacific Asia (PAS)","Eastern Europe (EEU)","LNG",3.5808e-07
"359","Pacific OECD (PAO)","Latin America (LAM)","LNG",4.59696e-07
"360","Middle East (MEA)","Central Asian States (CAS)","LNG",5.17056e-07
"361","Centrally Planned Asia (CPA)","Central Asian States (CAS)","LNG",5.2392e-07
"362","Belarus, Moldova, Ukraine (UBM)","South Caucasus States (SCS)","LNG",8.64e-07
"363","Pacific OECD (PAO)","Western Europe (WEU)","LNG",9.20592e-07
"364","South Asia (SAS)","North America (NAM)","LNG",9.23664e-07
"365","Centrally Planned Asia (CPA)","Belarus, Moldova, Ukraine (UBM)","LNG",1.1581015765002e-06
"366","Pacific OECD (PAO)","North America (NAM)","LNG",1.52256e-06
"367","Western Europe (WEU)","South Caucasus States (SCS)","LNG",1.57292325799269e-06
"368","Eastern Europe (EEU)","Africa (AFR)","LNG",2.019648e-06
"369","Centrally Planned Asia (CPA)","Eastern Europe (EEU)","LNG",2.07368518011629e-06
"370","South Asia (SAS)","Middle East (MEA)","LNG",2.34499920099953e-06
"371","North America (NAM)","Africa (AFR)","LNG",2.76024e-06
"372","Western Europe (WEU)","Central Asian States (CAS)","LNG",2.80434416512882e-06
"373","Centrally Planned Asia (CPA)","North America (NAM)","LNG",5.82215425195554e-06
"374","Pacific OECD (PAO)","Middle East (MEA)","LNG",6.800592e-06
"375","Middle East (MEA)","North America (NAM)","LNG",1.38393337141462e-05
"376","Centrally Planned Asia (CPA)","Africa (AFR)","LNG",2.67256424807724e-05
"377","Centrally Planned Asia (CPA)","Latin America (LAM)","LNG",3.56044632211393e-05
"378","North America (NAM)","Centrally Planned Asia (CPA)","LNG",4.7345232e-05
"379","Eastern Europe (EEU)","Latin America (LAM)","LNG",4.943616e-05
"380","South Asia (SAS)","Western Europe (WEU)","LNG",6.3352272e-05
"381","Centrally Planned Asia (CPA)","Western Europe (WEU)","LNG",7.11497905785099e-05
"382","Eastern Europe (EEU)","North America (NAM)","LNG",7.3817808e-05
"383","South Caucasus States (SCS)","Eastern Europe (EEU)","LNG",8.04528e-05
"384","Belarus, Moldova, Ukraine (UBM)","Western Europe (WEU)","LNG",0.00024452064
"385","Centrally Planned Asia (CPA)","Pacific OECD (PAO)","LNG",0.000248337151214856
"386","South Asia (SAS)","Africa (AFR)","LNG",0.000250412832
"387","Centrally Planned Asia (CPA)","South Asia (SAS)","LNG",0.000269267343143137
"388","Centrally Planned Asia (CPA)","Middle East (MEA)","LNG",0.000295501521233266
"389","Central Asian States (CAS)","South Caucasus States (SCS)","LNG",0.000587509108335595
"390","North America (NAM)","Western Europe (WEU)","LNG",0.000797467064570818
"391","Middle East (MEA)","Eastern Europe (EEU)","LNG",0.00122546482397366
"392","South Caucasus States (SCS)","Middle East (MEA)","LNG",0.0013051344
"393","Pacific Asia (PAS)","Africa (AFR)","LNG",0.001590068832
"394","Pacific OECD (PAO)","Africa (AFR)","LNG",0.001645741248
"395","Eastern Europe (EEU)","Middle East (MEA)","LNG",0.00228407278044434
"396","South Asia (SAS)","Centrally Planned Asia (CPA)","LNG",0.00246128448
"397","South Caucasus States (SCS)","South Asia (SAS)","LNG",0.00268719936
"398","Western Europe (WEU)","Pacific Asia (PAS)","LNG",0.00319250825378222
"399","Pacific Asia (PAS)","Western Europe (WEU)","LNG",0.003844165968
"400","Latin America (LAM)","Middle East (MEA)","LNG",0.00601896611268852
"401","Middle East (MEA)","Pacific OECD (PAO)","LNG",0.006109166832
"402","Pacific Asia (PAS)","Middle East (MEA)","LNG",0.00620067146233894
"403","Western Europe (WEU)","Africa (AFR)","LNG",0.00748338608671331
"404","Latin America (LAM)","Africa (AFR)","LNG",0.00772393569419821
"405","Western Europe (WEU)","Pacific OECD (PAO)","LNG",0.00802696762917393
"406","Western Europe (WEU)","North America (NAM)","LNG",0.00802982508014371
"407","Africa (AFR)","Pacific OECD (PAO)","LNG",0.008472859872
"408","Pacific Asia (PAS)","Latin America (LAM)","LNG",0.0111088777966806
"409","Middle East (MEA)","Africa (AFR)","LNG",0.0126056638876577
"410","Centrally Planned Asia (CPA)","Pacific Asia (PAS)","LNG",0.0152423783861332
"411","Central Asian States (CAS)","Middle East (MEA)","LNG",0.016952274048
"412","Latin America (LAM)","Pacific Asia (PAS)","LNG",0.02253245616
"413","Western Europe (WEU)","Latin America (LAM)","LNG",0.023233542547691
"414","Latin America (LAM)","Centrally Planned Asia (CPA)","LNG",0.0233623955244303
"415","Eastern Europe (EEU)","Western Europe (WEU)","LNG",0.0234764177578069
"416","Latin America (LAM)","Pacific OECD (PAO)","LNG",0.0245271133733419
"417","Central Asian States (CAS)","Eastern Europe (EEU)","LNG",0.0248395261431718
"418","Latin America (LAM)","North America (NAM)","LNG",0.0282692352
"419","Central Asian States (CAS)","South Asia (SAS)","LNG",0.028711675152
"420","Latin America (LAM)","South Asia (SAS)","LNG",0.029070408
"421","Belarus, Moldova, Ukraine (UBM)","Eastern Europe (EEU)","LNG",0.0296982290435548
"422","Western Europe (WEU)","Centrally Planned Asia (CPA)","LNG",0.0361529888211189
"423","Central Asian States (CAS)","Western Europe (WEU)","LNG",0.0380665097566294
"424","Pacific Asia (PAS)","South Asia (SAS)","LNG",0.0485227381767989
"425","Middle East (MEA)","South Caucasus States (SCS)","LNG",0.053165817168
"426","North America (NAM)","Latin America (LAM)","LNG",0.05654450723646
"427","Western Europe (WEU)","South Asia (SAS)","LNG",0.0583999334727479
"428","Africa (AFR)","Middle East (MEA)","LNG",0.0648753440461737
"429","Eastern Europe (EEU)","Belarus, Moldova, Ukraine (UBM)","LNG",0.0704798302880915
"430","Africa (AFR)","Pacific Asia (PAS)","LNG",0.0728334652358851
"431","Pacific OECD (PAO)","South Asia (SAS)","LNG",0.073907516448
"432","Middle East (MEA)","Latin America (LAM)","LNG",0.0772499258247201
"433","Central Asian States (CAS)","Belarus, Moldova, Ukraine (UBM)","LNG",0.0974974434033767
"434","Western Europe (WEU)","Eastern Europe (EEU)","LNG",0.12847408246947
"435","Pacific OECD (PAO)","Pacific Asia (PAS)","LNG",0.155450922587982
"436","Africa (AFR)","Latin America (LAM)","LNG",0.158350240989288
"437","Western Europe (WEU)","Middle East (MEA)","LNG",0.159324361835882
"438","Africa (AFR)","Centrally Planned Asia (CPA)","LNG",0.174524937871285
"439","South Caucasus States (SCS)","Western Europe (WEU)","LNG",0.20513712
"440","Latin America (LAM)","Western Europe (WEU)","LNG",0.206517802315052
"441","Western Europe (WEU)","Belarus, Moldova, Ukraine (UBM)","LNG",0.278949420893594
"442","Africa (AFR)","South Asia (SAS)","LNG",0.290020531447853
"443","Africa (AFR)","Western Europe (WEU)","LNG",0.349360645069241
"444","Middle East (MEA)","Pacific Asia (PAS)","LNG",0.363422581959861
"445","Pacific Asia (PAS)","Centrally Planned Asia (CPA)","LNG",0.826944790739595
"446","Pacific Asia (PAS)","Pacific OECD (PAO)","LNG",1.01204630464771
"447","Middle East (MEA)","Centrally Planned Asia (CPA)","LNG",1.13851686354532
"448","Pacific OECD (PAO)","Centrally Planned Asia (CPA)","LNG",1.13962682727195
"449","Middle East (MEA)","South Asia (SAS)","LNG",1.42761843871039
"450","Central Asian States (CAS)","Centrally Planned Asia (CPA)","LNG",1.5255067514972
"451","Middle East (MEA)","Western Europe (WEU)","LNG",2.31878320328498
